         3790170 function calls (3683532 primitive calls) in 2.079 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.010    0.001 mapper.py:1717(_configure_properties)
        3    0.000    0.000    0.010    0.003 _itertools.py:133(_get_values)
       26    0.000    0.000    0.009    0.000 schema.py:420(__new__)
       26    0.000    0.000    0.009    0.000 schema.py:429(_new)
        1    0.000    0.000    0.009    0.009 json_format.py:1(<module>)
        1    0.000    0.000    0.009    0.009 dynamic.py:1(<module>)
      377    0.000    0.000    0.009    0.000 _repr.py:88(__repr__)
     3309    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     2827    0.001    0.000    0.009    0.000 __init__.py:225(module)
      393    0.001    0.000    0.009    0.000 main.py:176(is_scalar_field)
        1    0.000    0.000    0.009    0.009 core_schema.py:1(<module>)
        1    0.000    0.000    0.009    0.009 display_handler.py:1(<module>)
     3455    0.001    0.000    0.009    0.000 typing.py:715(<genexpr>)
        2    0.000    0.000    0.009    0.005 indexing.py:1(<module>)
      284    0.000    0.000    0.009    0.000 __init__.py:634(entry_points)
3385/3337    0.002    0.000    0.009    0.000 {built-in method builtins.any}
      369    0.001    0.000    0.009    0.000 _known_annotated_metadata.py:340(collect_known_metadata)
       52    0.000    0.000    0.009    0.000 schema.py:484(__init__)
        1    0.000    0.000    0.009    0.009 writeonly.py:1(<module>)
      377    0.000    0.000    0.009    0.000 _repr.py:61(__repr_str__)
     3627    0.006    0.000    0.009    0.000 _typing_extra.py:178(is_namedtuple)
     2557    0.002    0.000    0.009    0.000 _functools.py:89(pass_none)
        2    0.000    0.000    0.009    0.004 databricks_utils.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _array_api.py:1(<module>)
      212    0.001    0.000    0.009    0.000 mapper.py:2086(_configure_property)
      401    0.002    0.000    0.009    0.000 typing.py:1830(__class_getitem__)
      984    0.000    0.000    0.009    0.000 _typing_extra.py:439(eval_type_backport)
     1852    0.001    0.000    0.009    0.000 _generate_schema.py:2592(wrap_default)
        1    0.000    0.000    0.009    0.009 ddl.py:1(<module>)
      387    0.000    0.000    0.009    0.000 schema.py:220(_init_items)
     1131    0.001    0.000    0.009    0.000 _repr.py:62(<genexpr>)
     3915    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     3433    0.005    0.000    0.008    0.000 pathlib.py:56(parse_parts)
    15905    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
      984    0.000    0.000    0.008    0.000 _typing_extra.py:485(_eval_type_backport)
     7963    0.004    0.000    0.008    0.000 core_schema.py:4332(_dict_not_none)
        1    0.000    0.000    0.008    0.008 pg_catalog.py:1(<module>)
      393    0.000    0.000    0.008    0.000 v2.py:319(is_scalar_field)
      107    0.000    0.000    0.008    0.000 typing_extensions.py:1138(<dictcomp>)
     8920    0.003    0.000    0.008    0.000 typing.py:1602(__subclasscheck__)
      455    0.000    0.000    0.008    0.000 shared.py:125(field_annotation_is_scalar)
      984    0.001    0.000    0.008    0.000 _typing_extra.py:515(_eval_type)
      148    0.001    0.000    0.008    0.000 _typing_extra.py:308(get_model_type_hints)
      788    0.001    0.000    0.008    0.000 fields.py:475(_construct)
        1    0.000    0.000    0.008    0.008 _fileio.py:1(<module>)
10077/6208    0.001    0.000    0.008    0.000 <frozen abc>:121(__subclasscheck__)
     3827    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
  702/455    0.001    0.000    0.008    0.000 shared.py:109(field_annotation_is_complex)
       98    0.000    0.000    0.008    0.000 docscrape.py:384(_parse)
     2047    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
      192    0.000    0.000    0.008    0.000 langhelpers.py:338(_exec_code_in_env)
       95    0.000    0.000    0.008    0.000 base.py:264(_generative)
      261    0.001    0.000    0.008    0.000 compute.py:268(_make_signature)
     2700    0.004    0.000    0.008    0.000 _generate_schema.py:976(_get_args_resolving_forward_refs)
       10    0.000    0.000    0.008    0.001 __init__.py:31(message_from_string)
     1131    0.002    0.000    0.008    0.000 fields.py:834(__repr_args__)
        1    0.000    0.000    0.008    0.008 error_wrappers.py:1(<module>)
     1240    0.005    0.000    0.008    0.000 copy.py:259(_reconstruct)
      270    0.001    0.000    0.008    0.000 _decorators.py:363(decorator)
        2    0.000    0.000    0.008    0.004 file_utils.py:1(<module>)
 3274/988    0.002    0.000    0.008    0.000 typing.py:387(_eval_type)
    29368    0.006    0.000    0.008    0.000 _parser.py:168(__getitem__)
        1    0.000    0.000    0.008    0.008 websockets_impl.py:1(<module>)
        1    0.000    0.000    0.007    0.007 crypto_utils.py:1(<module>)
    41158    0.005    0.000    0.007    0.000 typing.py:1388(__eq__)
        1    0.000    0.000    0.007    0.007 to_thread.py:1(<module>)
      764    0.004    0.000    0.007    0.000 enum.py:242(__set_name__)
     5382    0.004    0.000    0.007    0.000 __init__.py:122(read)
    18009    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:405(parent)
     3133    0.001    0.000    0.007    0.000 contextlib.py:132(__enter__)
        2    0.000    0.000    0.007    0.004 json.py:1(<module>)
     2475    0.007    0.000    0.007    0.000 {method 'findall' of 're.Pattern' objects}
    43711    0.007    0.000    0.007    0.000 _parser.py:240(__next)
     1220    0.004    0.000    0.007    0.000 _config.py:162(core_config)
      910    0.002    0.000    0.007    0.000 typing.py:1877(__init_subclass__)
      414    0.007    0.000    0.007    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.007    0.007 attributes.py:1(<module>)
10077/6208    0.006    0.000    0.007    0.000 {built-in method _abc._abc_subclasscheck}
        6    0.000    0.000    0.007    0.001 errors.py:1(<module>)
       10    0.000    0.000    0.007    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.007    0.007 message_factory.py:1(<module>)
     1758    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
     3686    0.004    0.000    0.007    0.000 inspect.py:2669(__init__)
   119120    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
    67031    0.006    0.000    0.007    0.000 {built-in method builtins.setattr}
       10    0.000    0.000    0.007    0.001 parser.py:41(parse)
        2    0.000    0.000    0.007    0.003 message.py:1(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:111(__go)
        1    0.000    0.000    0.007    0.007 connect_utils.py:1(<module>)
       70    0.000    0.000    0.007    0.000 __init__.py:973(<genexpr>)
       13    0.000    0.000    0.007    0.001 base.py:240(__init_subclass__)
   123880    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
       13    0.001    0.000    0.007    0.001 base.py:278(_create_dispatcher_class)
       60    0.000    0.000    0.007    0.000 __init__.py:832(search)
     6564    0.002    0.000    0.007    0.000 {built-in method builtins.all}
       37    0.000    0.000    0.007    0.000 _make.py:788(build_class)
     1128    0.001    0.000    0.007    0.000 shared.py:99(_annotation_is_complex)
       63    0.000    0.000    0.007    0.000 __init__.py:914(<genexpr>)
        1    0.000    0.000    0.007    0.007 file_store.py:1(<module>)
        1    0.000    0.000    0.006    0.006 llm.py:1(<module>)
      292    0.001    0.000    0.006    0.000 __init__.py:931(read_text)
       54    0.000    0.000    0.006    0.000 __init__.py:812(search)
        1    0.000    0.000    0.006    0.006 specifiers.py:1(<module>)
        1    0.000    0.000    0.006    0.006 descriptor_pool.py:1(<module>)
        2    0.000    0.000    0.006    0.003 requests.py:1(<module>)
       33    0.000    0.000    0.006    0.000 feedparser.py:171(feed)
     2841    0.002    0.000    0.006    0.000 __init__.py:927(normalize)
     2116    0.005    0.000    0.006    0.000 inspect.py:2955(__init__)
        1    0.000    0.000    0.006    0.006 json_schema.py:1(<module>)
     1261    0.001    0.000    0.006    0.000 _generate_schema.py:2307(_apply_single_annotation_json_schema)
        1    0.000    0.000    0.006    0.006 elements.py:1(<module>)
      143    0.000    0.000    0.006    0.000 _decorators.py:484(__call__)
       15    0.000    0.000    0.006    0.000 __init__.py:841(lookup)
  312/155    0.003    0.000    0.006    0.000 _decorators.py:430(build)
       15    0.001    0.000    0.006    0.000 __init__.py:851(__init__)
       14    0.000    0.000    0.006    0.000 decl_base.py:1707(_setup_table)
       45    0.000    0.000    0.006    0.000 deprecations.py:138(decorate)
        1    0.000    0.000    0.006    0.006 databricks_sdk_models_artifact_repo.py:1(<module>)
80417/76466    0.005    0.000    0.006    0.000 {built-in method builtins.len}
      203    0.001    0.000    0.006    0.000 langhelpers.py:544(format_argspec_plus)
     3915    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:100(acquire)
       14    0.000    0.000    0.006    0.000 __init__.py:821(lookup)
       45    0.000    0.000    0.006    0.000 deprecations.py:359(_decorate_with_warning)
     3046    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
       14    0.001    0.000    0.006    0.000 __init__.py:827(__init__)
4015/1195    0.005    0.000    0.006    0.000 _parser.py:178(getwidth)
        4    0.000    0.000    0.006    0.001 version.py:12(_is_package_installed)
        1    0.000    0.000    0.006    0.006 series.py:1(<module>)
       43    0.000    0.000    0.006    0.000 feedparser.py:176(_call_parse)
     5496    0.002    0.000    0.006    0.000 enum.py:688(__call__)
        1    0.000    0.000    0.006    0.006 properties.py:1(<module>)
        2    0.000    0.000    0.006    0.003 reader.py:1(<module>)
      104    0.000    0.000    0.006    0.000 attr.py:135(__init__)
       43    0.001    0.000    0.006    0.000 feedparser.py:216(_parsegen)
        1    0.000    0.000    0.006    0.006 cloud_artifact_repo.py:1(<module>)
     2556    0.002    0.000    0.006    0.000 __init__.py:1019(_name_from_stem)
     2856    0.001    0.000    0.006    0.000 pathlib.py:546(__fspath__)
      194    0.000    0.000    0.006    0.000 typing.py:506(__getitem__)
        2    0.000    0.000    0.006    0.003 cookiejar.py:1(<module>)
      576    0.000    0.000    0.006    0.000 pathlib.py:868(__new__)
      195    0.000    0.000    0.006    0.000 _typing_extra.py:409(eval_type)
       50    0.000    0.000    0.006    0.000 _make.py:216(_compile_and_eval)
     1371    0.003    0.000    0.006    0.000 enum.py:367(__setitem__)
     2047    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        8    0.000    0.000    0.006    0.001 _fields.py:622(takes_validated_data_argument)
     4059    0.004    0.000    0.006    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
        2    0.000    0.000    0.006    0.003 networks.py:1(<module>)
        1    0.000    0.000    0.006    0.006 assessment_error.py:1(<module>)
     2157    0.004    0.000    0.006    0.000 _core_metadata.py:47(update_core_metadata)
  183/111    0.000    0.000    0.006    0.000 utils.py:128(get_param_sub_dependant)
     5414    0.004    0.000    0.006    0.000 pathlib.py:536(__str__)
  183/111    0.000    0.000    0.005    0.000 utils.py:152(get_sub_dependant)
        2    0.000    0.000    0.005    0.003 databricks.py:1(<module>)
        1    0.000    0.000    0.005    0.005 reader.py:45(Reader)
3155/1844    0.001    0.000    0.005    0.000 typing.py:409(<genexpr>)
      579    0.000    0.000    0.005    0.000 pathlib.py:504(_from_parts)
        1    0.000    0.000    0.005    0.005 tracing.py:1(<module>)
        2    0.000    0.000    0.005    0.003 exposition.py:1(<module>)
        3    0.000    0.000    0.005    0.002 inspect.py:2172(_signature_fromstr)
        1    0.000    0.000    0.005    0.005 artifact_repo.py:1(<module>)
     3576    0.002    0.000    0.005    0.000 typing.py:2179(__getattr__)
        1    0.000    0.000    0.005    0.005 python_message.py:1(<module>)
        1    0.000    0.000    0.005    0.005 multiarray.py:1(<module>)
      310    0.005    0.000    0.005    0.000 {built-in method posix.listdir}
        4    0.000    0.000    0.005    0.001 core.py:1(<module>)
       37    0.000    0.000    0.005    0.000 _make.py:770(_eval_snippets)
      160    0.001    0.000    0.005    0.000 typing.py:729(Literal)
      280    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1658(_fill_cache)
        1    0.000    0.000    0.005    0.005 raw_data.py:1(<module>)
      205    0.001    0.000    0.005    0.000 fields.py:1168(Field)
      104    0.000    0.000    0.005    0.000 legacy.py:220(_augment_fn_docs)
        3    0.000    0.000    0.005    0.002 validators.py:1(<module>)
        1    0.000    0.000    0.005    0.005 search_utils.py:1(<module>)
     3915    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:125(release)
     2826    0.002    0.000    0.005    0.000 __init__.py:237(_match)
      665    0.001    0.000    0.005    0.000 typing.py:1641(__getitem__)
        1    0.000    0.000    0.005    0.005 overrides.py:1(<module>)
        1    0.000    0.000    0.005    0.005 oauth2.py:1(<module>)
        3    0.000    0.000    0.005    0.002 inspect.py:2100(_signature_strip_non_python_syntax)
        3    0.000    0.000    0.005    0.002 helpers.py:1(<module>)
       37    0.000    0.000    0.005    0.000 _make.py:230(_linecache_and_compile)
        1    0.000    0.000    0.005    0.005 assessments_pb2.py:1(<module>)
      150    0.001    0.000    0.005    0.000 langhelpers.py:2121(inject_docstring_text)
        1    0.000    0.000    0.005    0.005 handshake.py:1(<module>)
 1013/377    0.002    0.000    0.005    0.000 _repr.py:92(display_as_type)
     1258    0.002    0.000    0.005    0.000 enum.py:1525(__and__)
       36    0.000    0.000    0.005    0.000 tokenize.py:433(_tokenize)
        3    0.000    0.000    0.005    0.002 annotation.py:580(_prepare_annotations)
       14    0.001    0.000    0.005    0.000 decl_base.py:752(_scan_attributes)
 3845/108    0.002    0.000    0.005    0.000 copy.py:128(deepcopy)
     2788    0.005    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
     1015    0.004    0.000    0.005    0.000 compat.py:200(inspect_formatargspec)
        2    0.000    0.000    0.005    0.002 config.py:821(dictConfig)
